data;estado;casos;mortes
2020-04-09;MT;   108;    2
2020-04-10;MT;   112;    2
2020-04-11;MT;   121;    3
2020-04-12;MT;   123;    3
2020-04-13;MT;   134;    4
2020-04-14;MT;   138;    4
2020-04-15;MT;   151;    4
2020-04-16;MT;   156;    5
2020-04-17;MT;   162;    5
2020-04-18;MT;   171;    5
2020-04-19;MT;   174;    5
2020-04-20;MT;   181;    6
2020-04-21;MT;   181;    6
2020-04-22;MT;   205;    6
2020-04-23;MT;   220;    7
2020-04-24;MT;   241;    8
2020-04-25;MT;   246;    9
2020-04-26;MT;   249;    9
2020-04-27;MT;   256;   10
2020-04-28;MT;   263;   11
2020-04-29;MT;   292;   11
2020-04-30;MT;   302;   11
2020-05-01;MT;   320;   11
2020-05-02;MT;   333;   12
2020-05-03;MT;   337;   12
2020-05-04;MT;   344;   13
2020-05-05;MT;   366;   13
2020-05-06;MT;   385;   13
2020-05-07;MT;   419;   14
2020-05-08;MT;   464;   15
2020-05-09;MT;   502;   16
2020-05-10;MT;   519;   18
2020-05-11;MT;   545;   19
2020-05-12;MT;   604;   20
2020-05-13;MT;   673;   21
2020-05-14;MT;   734;   24
2020-05-15;MT;   792;   26
2020-05-16;MT;   857;   27
2020-05-17;MT;   901;   27
2020-05-18;MT;   941;   30
2020-05-19;MT;  1005;   32
2020-05-20;MT;  1090;   32
2020-05-21;MT;  1187;   34
2020-05-22;MT;  1271;   37
2020-05-23;MT;  1363;   37
2020-05-24;MT;  1464;   40
2020-05-25;MT;  1594;   42
2020-05-26;MT;  1744;   43
2020-05-27;MT;  1909;   47
2020-05-28;MT;  2085;   54
2020-05-29;MT;  2262;   57
2020-05-30;MT;  2413;   58
2020-05-31;MT;  2485;   63
2020-06-01;MT;  2636;   67
2020-06-02;MT;  2817;   75
2020-06-03;MT;  3029;   79
2020-06-04;MT;  3388;   84
2020-06-05;MT;  3593;   91
2020-06-06;MT;  3788;  101
2020-06-07;MT;  4033;  113
2020-06-08;MT;  4243;  126
2020-06-09;MT;  4504;  140
2020-06-10;MT;  4762;  153
2020-06-11;MT;  5086;  163
2020-06-12;MT;  5390;  181
2020-06-13;MT;  5739;  199
2020-06-14;MT;  6108;  213
2020-06-15;MT;  6390;  223
2020-06-16;MT;  6877;  250
2020-06-17;MT;  7361;  272
2020-06-18;MT;  8166;  295
2020-06-19;MT;  8725;  322
2020-06-20;MT;  9262;  341
2020-06-21;MT;  9776;  370
2020-06-22;MT; 10270;  394
2020-06-23;MT; 11017;  423
2020-06-24;MT; 11571;  445
2020-06-25;MT; 12601;  476
2020-06-26;MT; 13406;  504
2020-06-27;MT; 14128;  533
2020-06-28;MT; 14654;  556
2020-06-29;MT; 15328;  590
2020-06-30;MT; 16304;  629
2020-07-01;MT; 17401;  665
2020-07-02;MT; 18356;  706
2020-07-03;MT; 19540;  741
2020-07-04;MT; 20333;  786
2020-07-05;MT; 21081;  821
2020-07-06;MT; 22078;  857
2020-07-07;MT; 23506;  896
2020-07-08;MT; 24804;  921
2020-07-09;MT; 26396;  961
2020-07-10;MT; 27636; 1026
2020-07-11;MT; 27636; 1029
2020-07-12;MT; 28791; 1077
2020-07-13;MT; 29279; 1105
2020-07-15;MT; 30536; 1197
2020-07-16;MT; 31717; 1235
2020-07-17;MT; 32971; 1268
2020-07-18;MT; 32766; 1312
2020-07-19;MT; 34604; 1348
2020-07-20;MT; 35673; 1386
2020-07-21;MT; 37429; 1432
2020-07-22;MT; 38931; 1474
2020-07-23;MT; 41016; 1498
2020-07-24;MT; 42586; 1556
2020-07-25;MT; 43253; 1580
2020-07-26;MT; 43637; 1616
2020-07-27;MT; 45155; 1664
2020-03-18;PA;     1;    0
2020-03-19;PA;     1;    0
2020-03-20;PA;     2;    0
2020-03-21;PA;     2;    0
2020-03-22;PA;     4;    0
2020-03-23;PA;     5;    0
2020-03-24;PA;     5;    0
2020-03-25;PA;     7;    0
2020-03-26;PA;    13;    0
2020-03-27;PA;    16;    0
2020-03-28;PA;    18;    0
2020-03-29;PA;    20;    0
2020-03-30;PA;    26;    0
2020-03-31;PA;    34;    0
2020-04-01;PA;    41;    1
2020-04-02;PA;    49;    1
2020-04-03;PA;    75;    1
2020-04-04;PA;    82;    1
2020-04-05;PA;    86;    1
2020-04-06;PA;   123;    5
2020-04-07;PA;   154;    5
2020-04-08;PA;   165;    6
2020-04-09;PA;   169;    7
2020-04-10;PA;   217;    9
2020-04-11;PA;   237;   11
2020-04-12;PA;   259;   14
2020-04-13;PA;   310;   14
2020-04-14;PA;   384;   21
2020-04-15;PA;   487;   21
2020-04-16;PA;   557;   26
2020-04-17;PA;   627;   32
2020-04-18;PA;   641;   33
2020-04-19;PA;   685;   34
2020-04-20;PA;   902;   35
2020-04-21;PA;  1026;   38
2020-04-22;PA;  1195;   43
2020-04-23;PA;  1267;   53
2020-04-24;PA;  1579;   86
2020-04-25;PA;  1745;   95
2020-04-26;PA;  2070;  114
2020-04-27;PA;  2219;  122
2020-04-28;PA;  2319;  132
2020-04-29;PA;  2586;  156
2020-04-30;PA;  2999;  224
2020-05-01;PA;  3359;  263
2020-05-02;PA;  3727;  306
2020-05-03;PA;  3920;  317
2020-05-04;PA;  4262;  344
2020-05-05;PA;  4756;  375
2020-05-06;PA;  5524;  410
2020-05-07;PA;  5935;  488
2020-05-08;PA;  6519;  574
2020-05-09;PA;  7018;  610
2020-05-10;PA;  7348;  672
2020-05-11;PA;  8069;  812
2020-05-12;PA;  9059;  914
2020-05-13;PA; 10344; 1022
2020-05-14;PA; 11479; 1095
2020-05-15;PA; 12626; 1175
2020-05-16;PA; 13464; 1223
2020-05-17;PA; 14201; 1280
2020-05-18;PA; 15467; 1392
2020-05-19;PA; 17177; 1554
2020-05-20;PA; 18929; 1778
2020-05-21;PA; 20532; 1893
2020-05-22;PA; 22697; 2003
2020-05-23;PA; 24125; 2150
2020-05-24;PA; 24815; 2290
2020-05-25;PA; 27366; 2431
2020-05-26;PA; 29882; 2522
2020-05-27;PA; 31671; 2605
2020-05-28;PA; 35132; 2785
2020-05-29;PA; 37296; 2900
2020-05-30;PA; 37859; 2920
2020-05-31;PA; 37961; 2923
2020-06-01;PA; 40014; 3019
2020-06-02;PA; 43652; 3144
2020-06-03;PA; 46473; 3245
2020-06-04;PA; 49473; 3492
2020-06-05;PA; 53860; 3665
2020-06-06;PA; 53860; 3665
2020-06-07;PA; 54271; 3678
2020-06-08;PA; 57570; 3835
2020-06-09;PA; 60636; 3898
2020-06-10;PA; 63405; 3980
2020-06-11;PA; 65151; 4090
2020-06-12;PA; 66328; 4132
2020-06-13;PA; 68456; 4191
2020-06-14;PA; 69224; 4201
2020-06-15;PA; 71243; 4291
2020-06-16;PA; 74192; 4350
2020-06-17;PA; 76623; 4395
2020-06-18;PA; 80072; 4469
2020-06-19;PA; 82881; 4519
2020-06-20;PA; 84654; 4583
2020-06-21;PA; 86020; 4605
2020-06-22;PA; 88636; 4672
2020-06-23;PA; 91708; 4726
2020-06-24;PA; 94036; 4748
2020-06-25;PA; 96472; 4803
2020-06-26;PA; 99313; 4834
2020-06-27;PA;100443; 4845
2020-06-28;PA;101207; 4870
2020-06-29;PA;103206; 4920
2020-06-30;PA;105853; 4960
2020-07-01;PA;108067; 5004
2020-07-02;PA;110411; 5050
2020-07-03;PA;112531; 5069
2020-07-04;PA;113811; 5096
2020-07-05;PA;114535; 5105
2020-07-06;PA;116152; 5128
2020-07-07;PA;118744; 5169
2020-07-08;PA;120731; 5196
2020-07-09;PA;122674; 5224
2020-07-10;PA;124934; 5274
2020-07-11;PA;125714; 5289
2020-07-12;PA;126509; 5293
2020-07-13;PA;128570; 5318
2020-07-14;PA;130834; 5337
2020-07-15;PA;133039; 5385
2020-07-16;PA;135164; 5448
2020-07-17;PA;136947; 5478
2020-07-18;PA;137484; 5523
2020-07-19;PA;138396; 5538
2020-07-20;PA;140393; 5554
2020-07-21;PA;142358; 5581
2020-07-22;PA;144467; 5616
2020-07-23;PA;146252; 5646
2020-07-24;PA;147923; 5689
2020-07-25;PA;148463; 5716
2020-07-26;PA;148823; 5729
2020-07-27;PA;150616; 5753
2020-03-12;PB;     0;    0
2020-03-13;PB;     0;    0
2020-03-14;PB;     0;    0
2020-03-15;PB;     0;    0
2020-03-16;PB;     0;    0
2020-03-17;PB;     0;    0
2020-03-18;PB;     1;    0
2020-03-19;PB;     1;    0
2020-03-20;PB;     1;    0
2020-03-21;PB;     1;    0
2020-03-22;PB;     1;    0
2020-03-23;PB;     2;    0
2020-03-24;PB;     3;    0
2020-03-25;PB;     5;    0
2020-03-26;PB;     6;    0
2020-03-27;PB;    10;    0
2020-03-28;PB;    14;    0
2020-03-29;PB;    14;    0
2020-03-30;PB;    17;    0
2020-03-31;PB;    18;    1
2020-04-01;PB;    21;    1
2020-04-02;PB;    29;    1
2020-04-03;PB;    32;    1
2020-04-04;PB;    34;    3
2020-04-05;PB;    35;    4
2020-04-06;PB;    36;    4
2020-04-07;PB;    41;    4
2020-04-08;PB;    55;    7
2020-04-09;PB;    79;   11
2020-04-10;PB;    85;   11
2020-04-11;PB;   101;   13
2020-04-12;PB;   111;   13
2020-04-13;PB;   136;   16
2020-04-14;PB;   152;   21
2020-04-15;PB;   165;   24
2020-04-16;PB;   195;   26
2020-04-17;PB;   205;   28
2020-04-18;PB;   236;   29
2020-04-19;PB;   245;   32
2020-04-20;PB;   263;   33
2020-04-21;PB;   301;   39
2020-04-22;PB;   345;   40
2020-04-23;PB;   386;   44
2020-04-24;PB;   447;   46
2020-04-25;PB;   499;   49
2020-04-26;PB;   543;   50
2020-04-27;PB;   633;   53
2020-04-28;PB;   698;   57
2020-04-29;PB;   814;   62
2020-04-30;PB;   926;   67
2020-05-01;PB;  1034;   74
2020-05-02;PB;  1169;   76
2020-05-03;PB;  1219;   79
2020-05-04;PB;  1361;   85
2020-05-05;PB;  1493;   92
2020-05-06;PB;  1657;  101
2020-05-07;PB;  1849;  111
2020-05-08;PB;  2030;  114
2020-05-09;PB;  2156;  124
2020-05-10;PB;  2341;  135
2020-05-11;PB;  2525;  139
2020-05-12;PB;  2777;  154
2020-05-13;PB;  3045;  157
2020-05-14;PB;  3361;  160
2020-05-15;PB;  3739;  170
2020-05-16;PB;  4063;  183
2020-05-17;PB;  4347;  194
2020-05-18;PB;  4786;  207
2020-05-19;PB;  5300;  219
2020-05-20;PB;  5838;  230
2020-05-21;PB;  6238;  245
2020-05-22;PB;  6882;  248
2020-05-23;PB;  7508;  258
2020-05-24;PB;  7823;  272
2020-05-25;PB;  8016;  279
2020-05-26;PB;  8919;  286
2020-05-27;PB; 10209;  298
2020-05-28;PB; 11132;  318
2020-05-29;PB; 12011;  327
2020-05-30;PB; 12862;  346
2020-05-31;PB; 13162;  360
2020-06-01;PB; 13695;  370
2020-06-02;PB; 14859;  379
2020-06-03;PB; 16018;  414
2020-06-04;PB; 17579;  438
2020-06-05;PB; 18579;  451
2020-06-06;PB; 19787;  467
2020-06-07;PB; 20310;  484
2020-06-08;PB; 20951;  507
2020-06-09;PB; 22452;  534
2020-06-10;PB; 24032;  559
2020-06-11;PB; 25370;  570
2020-06-12;PB; 26556;  610
2020-06-13;PB; 27454;  623
2020-06-14;PB; 28013;  633
2020-06-15;PB; 28668;  656
2020-06-16;PB; 30128;  671
2020-06-17;PB; 31712;  696
2020-06-18;PB; 33382;  709
2020-06-19;PB; 35093;  724
2020-06-20;PB; 36521;  743
2020-06-21;PB; 36784;  766
2020-06-22;PB; 37253;  784
2020-06-23;PB; 38999;  807
2020-06-24;PB; 39912;  828
2020-06-25;PB; 40824;  842
2020-06-26;PB; 42832;  864
2020-06-27;PB; 44242;  896
2020-06-28;PB; 44679;  911
2020-06-29;PB; 45057;  931
2020-06-30;PB; 46957;  977
2020-07-01;PB; 48175; 1002
2020-07-02;PB; 49536; 1044
2020-07-03;PB; 50765; 1062
2020-07-04;PB; 52306; 1082
2020-07-05;PB; 52728; 1099
2020-07-06;PB; 53151; 1118
2020-07-07;PB; 54802; 1145
2020-07-08;PB; 56344; 1171
2020-07-09;PB; 57614; 1196
2020-07-10;PB; 59118; 1229
2020-07-11;PB; 60421; 1250
2020-07-12;PB; 60784; 1284
2020-07-13;PB; 61108; 1302
2020-07-14;PB; 62462; 1342
2020-07-15;PB; 63939; 1383
2020-07-16;PB; 65423; 1418
2020-07-17;PB; 66347; 1446
2020-07-18;PB; 66971; 1477
2020-07-19;PB; 67382; 1486
2020-07-20;PB; 67680; 1517
2020-07-21;PB; 68844; 1558
2020-07-22;PB; 70972; 1581
2020-07-23;PB; 73104; 1618
2020-07-24;PB; 74550; 1653
2020-07-25;PB; 75723; 1675
2020-07-26;PB; 76153; 1698
2020-07-27;PB; 76693; 1727
2020-03-12;PE;     2;    0
2020-03-13;PE;     2;    0
2020-03-14;PE;     7;    0
2020-03-15;PE;     8;    0
2020-03-16;PE;     8;    0
2020-03-17;PE;    18;    0
2020-03-18;PE;    19;    0
2020-03-19;PE;    28;    0
2020-03-20;PE;    31;    0
2020-03-21;PE;    33;    0
2020-03-22;PE;    37;    0
2020-03-23;PE;    42;    0
2020-03-24;PE;    42;    0
2020-03-25;PE;    46;    1
2020-03-26;PE;    48;    3
2020-03-27;PE;    57;    4
2020-03-28;PE;    68;    5
2020-03-29;PE;    73;    5
2020-03-30;PE;    77;    6
2020-03-31;PE;    87;    6
2020-04-01;PE;    95;    8
2020-04-02;PE;   106;    9
2020-04-03;PE;   136;   10
2020-04-04;PE;   176;   14
2020-04-05;PE;   201;   21
2020-04-06;PE;   223;   30
2020-04-07;PE;   352;   34
2020-04-08;PE;   401;   46
2020-04-09;PE;   555;   56
2020-04-10;PE;   684;   65
2020-04-11;PE;   816;   72
2020-04-12;PE;   960;   85
2020-04-13;PE;  1154;  102
2020-04-14;PE;  1284;  115
2020-04-15;PE;  1484;  143
2020-04-16;PE;  1683;  160
2020-04-17;PE;  2006;  186
2020-04-18;PE;  2193;  205
2020-04-19;PE;  2459;  216
2020-04-20;PE;  2690;  234
2020-04-21;PE;  2908;  260
2020-04-22;PE;  3298;  282
2020-04-23;PE;  3604;  312
2020-04-24;PE;  3999;  352
2020-04-25;PE;  4507;  381
2020-04-26;PE;  4898;  415
2020-04-27;PE;  5358;  450
2020-04-28;PE;  5724;  508
2020-04-29;PE;  6194;  538
2020-04-30;PE;  6876;  565
2020-05-01;PE;  7334;  603
2020-05-02;PE;  8145;  628
2020-05-03;PE;  8643;  652
2020-05-04;PE;  8863;  691
2020-05-05;PE;  9325;  749
2020-05-06;PE;  9881;  803
2020-05-07;PE; 10824;  845
2020-05-08;PE; 11587;  927
2020-05-09;PE; 12470;  972
2020-05-10;PE; 13275; 1047
2020-05-11;PE; 13768; 1087
2020-05-12;PE; 14309; 1157
2020-05-13;PE; 14901; 1224
2020-05-14;PE; 15588; 1298
2020-05-15;PE; 16209; 1381
2020-05-16;PE; 18488; 1461
2020-05-17;PE; 19452; 1516
2020-05-18;PE; 20094; 1640
2020-05-19;PE; 21242; 1741
2020-05-20;PE; 22560; 1834
2020-05-21;PE; 23911; 1925
2020-05-22;PE; 25760; 2057
2020-05-23;PE; 26786; 2144
2020-05-24;PE; 27759; 2200
2020-05-25;PE; 28366; 2248
2020-05-26;PE; 28854; 2328
2020-05-27;PE; 29919; 2468
2020-05-28;PE; 30713; 2566
2020-05-29;PE; 32255; 2669
2020-05-30;PE; 33427; 2740
2020-05-31;PE; 34450; 2807
2020-06-01;PE; 34900; 2875
2020-06-02;PE; 35508; 2933
2020-06-03;PE; 36463; 3012
2020-06-04;PE; 37507; 3134
2020-06-05;PE; 38511; 3205
2020-06-06;PE; 39361; 3270
2020-06-07;PE; 40242; 3305
2020-06-08;PE; 40705; 3350
2020-06-09;PE; 41010; 3453
2020-06-10;PE; 41935; 3531
2020-06-11;PE; 42994; 3633
2020-06-12;PE; 43872; 3694
2020-06-13;PE; 44671; 3784
2020-06-14;PE; 45261; 3855
2020-06-15;PE; 45507; 3886
2020-06-16;PE; 46427; 3959
2020-06-17;PE; 47446; 4009
2020-06-18;PE; 48626; 4057
2020-06-19;PE; 49720; 4102
2020-06-20;PE; 51118; 4148
2020-06-21;PE; 52113; 4234
2020-06-22;PE; 52494; 4252
2020-06-23;PE; 52831; 4339
2020-06-24;PE; 54022; 4425
2020-06-25;PE; 55136; 4488
2020-06-26;PE; 55804; 4610
2020-06-27;PE; 57089; 4708
2020-06-28;PE; 58107; 4751
2020-06-29;PE; 58476; 4782
2020-06-30;PE; 58858; 4829
2020-07-01;PE; 59705; 4894
2020-07-02;PE; 61119; 4968
2020-07-03;PE; 62362; 5068
2020-07-04;PE; 63457; 5116
2020-07-05;PE; 65129; 5143
2020-07-06;PE; 65642; 5163
2020-07-07;PE; 66151; 5234
2020-07-08;PE; 67604; 5323
2020-07-09;PE; 68767; 5409
2020-07-10;PE; 70100; 5482
2020-07-11;PE; 71370; 5556
2020-07-12;PE; 72470; 5595
2020-07-13;PE; 72901; 5652
2020-07-14;PE; 73576; 5715
2020-07-15;PE; 74960; 5772
2020-07-16;PE; 76091; 5836
2020-07-17;PE; 77423; 5869
2020-07-18;PE; 78509; 5928
2020-07-19;PE; 79452; 5984
2020-07-20;PE; 80115; 6036
2020-07-21;PE; 80441; 6089
2020-07-22;PE; 81382; 6152
2020-07-23;PE; 83240; 6211
2020-07-24;PE; 85042; 6237
2020-07-25;PE; 86752; 6299
2020-07-26;PE; 88466; 6352
2020-07-27;PE; 89132; 6376
2020-03-19;PI;     3;    0
2020-03-20;PI;     4;    0
2020-03-21;PI;     4;    0
2020-03-22;PI;     6;    0
2020-03-23;PI;     6;    0
2020-03-24;PI;     8;    0
2020-03-25;PI;     8;    0
2020-03-26;PI;     9;    0
2020-03-27;PI;    10;    1
2020-03-28;PI;    11;    1
2020-03-30;PI;    18;    4
2020-03-31;PI;    18;    4
2020-04-01;PI;    19;    4
2020-04-02;PI;    19;    4
2020-04-03;PI;    22;    4
2020-04-04;PI;    24;    4
2020-04-05;PI;    24;    4
2020-04-06;PI;    26;    4
2020-04-07;PI;    31;    5
2020-04-08;PI;    38;    6
2020-04-09;PI;    40;    7
2020-04-10;PI;    41;    7
2020-04-11;PI;    44;    7
2020-04-12;PI;    51;    7
2020-04-13;PI;    58;    8
2020-04-14;PI;    75;    8
2020-04-15;PI;    91;    8
2020-04-16;PI;   102;    8
2020-04-17;PI;   123;    9
2020-04-18;PI;   144;   10
2020-04-19;PI;   158;   12
2020-04-20;PI;   186;   14
2020-04-21;PI;   206;   15
2020-04-22;PI;   217;   15
2020-04-23;PI;   256;   16
2020-04-24;PI;   297;   17
2020-04-25;PI;   331;   18
2020-04-26;PI;   364;   20
2020-04-27;PI;   408;   21
2020-04-28;PI;   454;   24
2020-04-29;PI;   513;   24
2020-04-30;PI;   600;   24
2020-05-01;PI;   665;   26
2020-05-02;PI;   742;   28
2020-05-03;PI;   784;   28
2020-05-04;PI;   875;   29
2020-05-05;PI;   949;   30
2020-05-06;PI;  1051;   35
2020-05-07;PI;  1131;   37
2020-05-08;PI;  1233;   38
2020-05-09;PI;  1278;   42
2020-05-10;PI;  1332;   45
2020-05-11;PI;  1443;   49
2020-05-12;PI;  1612;   57
2020-05-13;PI;  1784;   60
2020-05-14;PI;  1905;   60
2020-05-15;PI;  2085;   65
2020-05-16;PI;  2252;   72
2020-05-17;PI;  2287;   80
2020-05-18;PI;  2440;   85
2020-05-19;PI;  2637;   87
2020-05-20;PI;  2852;   91
2020-05-21;PI;  3074;   93
2020-05-22;PI;  3258;   99
2020-05-23;PI;  3390;  107
2020-05-24;PI;  3550;  110
2020-05-25;PI;  3720;  119
2020-05-26;PI;  3966;  134
2020-05-27;PI;  4243;  138
2020-05-28;PI;  4503;  146
2020-05-29;PI;  4745;  157
2020-05-30;PI;  4931;  161
2020-05-31;PI;  5119;  168
2020-06-01;PI;  5506;  180
2020-06-02;PI;  5828;  192
2020-06-03;PI;  6064;  202
2020-06-04;PI;  6717;  217
2020-06-05;PI;  7105;  224
2020-06-06;PI;  7478;  239
2020-06-07;PI;  7621;  254
2020-06-08;PI;  7927;  265
2020-06-09;PI;  8359;  283
2020-06-10;PI;  8823;  299
2020-06-11;PI;  9337;  317
2020-06-12;PI;  9825;  335
2020-06-13;PI; 10153;  360
2020-06-14;PI; 10357;  374
2020-06-15;PI; 10881;  393
2020-06-16;PI; 11559;  398
2020-06-17;PI; 12099;  421
2020-06-18;PI; 12567;  435
2020-06-19;PI; 13813;  459
2020-06-20;PI; 14264;  485
2020-06-21;PI; 14476;  502
2020-06-22;PI; 15269;  517
2020-06-23;PI; 16227;  534
2020-06-24;PI; 17080;  546
2020-06-25;PI; 18023;  574
2020-06-26;PI; 18665;  592
2020-06-27;PI; 19158;  615
2020-06-28;PI; 19753;  643
2020-06-29;PI; 20422;  663
2020-06-30;PI; 22059;  686
2020-07-01;PI; 23307;  697
2020-07-02;PI; 24376;  726
2020-07-03;PI; 25561;  762
2020-07-04;PI; 26079;  784
2020-07-05;PI; 26511;  809
2020-07-06;PI; 27514;  834
2020-07-07;PI; 28411;  858
2020-07-08;PI; 29745;  884
2020-07-09;PI; 31269;  896
2020-07-10;PI; 32465;  914
2020-07-11;PI; 32963;  936
2020-07-12;PI; 33359;  960
2020-07-13;PI; 34156;  992
2020-07-14;PI; 35445; 1019
2020-07-15;PI; 36542; 1043
2020-07-16;PI; 37057; 1065
2020-07-17;PI; 38568; 1083
2020-07-18;PI; 39296; 1100
2020-07-19;PI; 39606; 1118
2020-07-20;PI; 40276; 1140
2020-07-21;PI; 41815; 1158
2020-07-22;PI; 43179; 1184
2020-07-23;PI; 44349; 1215
2020-07-24;PI; 45389; 1228
2020-07-25;PI; 46044; 1243
2020-07-26;PI; 46584; 1259
2020-07-27;PI; 47551; 1278
2020-03-12;PR;     6;    0
2020-03-13;PR;     6;    0
2020-03-16;PR;     6;    0
2020-03-17;PR;    12;    0
2020-03-18;PR;    14;    0
2020-03-19;PR;    23;    0
2020-03-20;PR;    36;    0
2020-03-21;PR;    43;    0
2020-03-22;PR;    54;    0
2020-03-23;PR;    60;    0
2020-03-24;PR;    70;    0
2020-03-25;PR;    97;    0
2020-03-26;PR;   106;    0
2020-03-27;PR;   125;    2
2020-03-28;PR;   137;    2
2020-03-29;PR;   152;    2
2020-03-30;PR;   160;    3
2020-03-31;PR;   185;    3
2020-04-01;PR;   229;    3
2020-04-02;PR;   258;    4
2020-04-03;PR;   307;    5
2020-04-04;PR;   401;    7
2020-04-05;PR;   445;   10
2020-04-06;PR;   466;   14
2020-04-07;PR;   511;   15
2020-04-08;PR;   550;   17
2020-04-09;PR;   621;   24
2020-04-10;PR;   655;   26
2020-04-11;PR;   688;   27
2020-04-12;PR;   750;   31
2020-04-13;PR;   768;   33
2020-04-14;PR;   803;   39
2020-04-15;PR;   816;   41
2020-04-16;PR;   845;   43
2020-04-17;PR;   887;   44
2020-04-18;PR;   960;   49
2020-04-19;PR;  1002;   52
2020-04-20;PR;  1022;   53
2020-04-21;PR;  1039;   55
2020-04-22;PR;  1077;   60
2020-04-23;PR;  1096;   62
2020-04-24;PR;  1133;   67
2020-04-25;PR;  1155;   71
2020-04-26;PR;  1171;   75
2020-04-27;PR;  1201;   77
2020-04-28;PR;  1286;   79
2020-04-29;PR;  1364;   84
2020-04-30;PR;  1423;   88
2020-05-01;PR;  1464;   92
2020-05-02;PR;  1510;   93
2020-05-03;PR;  1533;   96
2020-05-04;PR;  1581;   97
2020-05-05;PR;  1608;  102
2020-05-06;PR;  1647;  104
2020-05-07;PR;  1678;  107
2020-05-08;PR;  1734;  109
2020-05-09;PR;  1809;  110
2020-05-10;PR;  1859;  112
2020-05-11;PR;  1873;  114
2020-05-12;PR;  1930;  116
2020-05-13;PR;  2023;  120
2020-05-14;PR;  2091;  122
2020-05-15;PR;  2167;  124
2020-05-16;PR;  2272;  126
2020-05-17;PR;  2316;  127
2020-05-18;PR;  2390;  130
2020-05-19;PR;  2519;  133
2020-05-20;PR;  2656;  140
2020-05-21;PR;  2855;  144
2020-05-22;PR;  2985;  149
2020-05-23;PR;  3147;  153
2020-05-24;PR;  3260;  156
2020-05-25;PR;  3384;  160
2020-05-26;PR;  3567;  164
2020-05-27;PR;  3768;  167
2020-05-28;PR;  4041;  174
2020-05-29;PR;  4300;  178
2020-05-30;PR;  4538;  186
2020-05-31;PR;  4752;  187
2020-06-01;PR;  4900;  195
2020-06-02;PR;  5235;  204
2020-06-03;PR;  5567;  210
2020-06-04;PR;  5895;  220
2020-06-05;PR;  6434;  233
2020-06-06;PR;  6693;  239
2020-06-07;PR;  6987;  244
2020-06-08;PR;  7121;  250
2020-06-09;PR;  7410;  260
2020-06-10;PR;  7934;  282
2020-06-11;PR;  8569;  288
2020-06-12;PR;  8818;  302
2020-06-13;PR;  9353;  320
2020-06-14;PR;  9706;  334
2020-06-15;PR;  9839;  342
2020-06-16;PR; 10690;  372
2020-06-17;PR; 11225;  394
2020-06-18;PR; 12059;  415
2020-06-19;PR; 12932;  428
2020-06-20;PR; 13821;  437
2020-06-21;PR; 14501;  451
2020-06-22;PR; 15124;  469
2020-06-23;PR; 15853;  498
2020-06-24;PR; 16963;  521
2020-06-25;PR; 17822;  539
2020-06-26;PR; 18672;  564
2020-06-27;PR; 19819;  575
2020-06-28;PR; 20742;  599
2020-06-29;PR; 21326;  613
2020-06-30;PR; 22877;  649
2020-07-01;PR; 24225;  663
2020-07-02;PR; 26304;  706
2020-07-03;PR; 28166;  727
2020-07-04;PR; 30570;  763
2020-07-05;PR; 31459;  795
2020-07-06;PR; 32769;  820
2020-07-07;PR; 34308;  851
2020-07-08;PR; 35715;  895
2020-07-09;PR; 37424;  931
2020-07-10;PR; 39512;  978
2020-07-11;PR; 40797; 1016
2020-07-12;PR; 42537; 1045
2020-07-13;PR; 43582; 1089
2020-07-14;PR; 45363; 1146
2020-07-15;PR; 47124; 1200
2020-07-16;PR; 49405; 1246
2020-07-17;PR; 51321; 1292
2020-07-18;PR; 53553; 1308
2020-07-19;PR; 54629; 1327
2020-07-20;PR; 55909; 1357
2020-07-21;PR; 57538; 1415
2020-07-22;PR; 59927; 1486
2020-07-23;PR; 62004; 1545
2020-07-24;PR; 64259; 1598
2020-07-25;PR; 65593; 1653
2020-07-26;PR; 67220; 1671
2020-07-27;PR; 68001; 1703
2020-03-05;RJ;     1;    0
2020-03-06;RJ;     2;    0
2020-03-08;RJ;     3;    0
2020-03-12;RJ;    15;    0
2020-03-15;RJ;    24;    0
2020-03-16;RJ;    25;    0
2020-03-18;RJ;    63;    0
2020-03-19;RJ;    66;    2
2020-03-21;RJ;   119;    3
2020-03-22;RJ;   186;    3
2020-03-23;RJ;   233;    4
2020-03-24;RJ;   305;    6
2020-03-25;RJ;   370;    8
2020-03-26;RJ;   421;    9
2020-03-27;RJ;   493;   10
2020-03-28;RJ;   558;   13
2020-03-29;RJ;   600;   17
2020-03-30;RJ;   657;   18
2020-03-31;RJ;   708;   23
2020-04-01;RJ;   832;   28
2020-04-02;RJ;   992;   41
2020-04-03;RJ;  1074;   47
2020-04-04;RJ;  1246;   58
2020-04-05;RJ;  1394;   64
2020-04-06;RJ;  1461;   71
2020-04-07;RJ;  1688;   89
2020-04-08;RJ;  1938;  106
2020-04-09;RJ;  2216;  122
2020-04-10;RJ;  2464;  147
2020-04-11;RJ;  2607;  155
2020-04-12;RJ;  2855;  170
2020-04-13;RJ;  3221;  182
2020-04-14;RJ;  3410;  224
2020-04-15;RJ;  3743;  265
2020-04-16;RJ;  3944;  301
2020-04-17;RJ;  4349;  341
2020-04-18;RJ;  4543;  387
2020-04-19;RJ;  4675;  402
2020-04-20;RJ;  4899;  422
2020-04-21;RJ;  5306;  461
2020-04-22;RJ;  5552;  490
